benchmark_row_number,dataset_name,source_path,source_row_number,Subject,Body,label,data_source,llm_guard_status,llm_guard_prediction,llm_guard_invalid_scanner_count,llm_guard_flagged_scanners,llm_guard_malicious_urls_risk_score,llm_guard_ban_substrings_risk_score,llm_guard_sensitive_risk_score,phishing_email_agent_status,phishing_email_agent_prediction,phishing_email_agent_prediction_label,phishing_email_agent_probability,phishing_email_agent_confidence,phishing_email_agent_error,email_phishing_detection_v3_status,email_phishing_detection_v3_prediction,email_phishing_detection_v3_prediction_label,email_phishing_detection_v3_confidence,email_phishing_detection_v3_score_0_to_10,email_phishing_detection_v3_brands,email_phishing_detection_v3_error,pyrit_original_status,pyrit_original_prediction,pyrit_original_max_normalized_score,pyrit_original_top_category,pyrit_original_error,pyrit_blocklist_status,pyrit_blocklist_prediction,pyrit_blocklist_match_count,pyrit_blocklist_error
1111,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1111,Mr.,"Dear Mr. Michael Williams, I hope this email finds you well. As tax season approaches, I wanted to share some valuable tips and strategies to help you maximize your tax refund this year. One of the best ways to increase your refund is to take advantage of all available deductions and credits. From education expenses to charitable contributions, every deduction counts towards reducing your taxable income and boosting your refund amount. Additionally, consider contributing to tax-advantaged accounts such as IRAs or 401(k)s. Not only do these contributions lower your taxable income, but they also help you save for retirement, creating a win-win situation for your financial future. Lastly, ensure that you're filing your taxes accurately and on time. Avoiding errors and filing early can expedite the refund process, allowing you to receive your money sooner. For personalized advice and assistance with your taxes, feel free to reach out to me directly at [contact@sarahjohnsontax.com]. Together, we can navigate the tax landscape and ensure you get the refund you deserve. Wishing you a stress-free tax season and a generous refund! Warm regards, Sarah Johnson Tax Consultant",0,kaggle,ok,1,1,sensitive,-1.0,-1.0,1.0,ok,0,legitimate,0.3672248624954787,0.6327751375045213,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1112,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1112,Ms.,"Dear Ms. Amanda Thompson, I trust you're doing well. I am thrilled to offer you the position of [Position Title] at ABC Enterprises. Your skills and expertise make you the perfect fit for our dynamic team. As the Recruitment Manager, I assure you that this opportunity comes with exciting challenges and growth prospects. Your contributions will be instrumental in our organization's continued success. To review the details of your job offer and officially accept the position, please click on the secure link provided below: [https://job-offer-brian.com] We look forward to having you on board and achieving great things together. Best regards, Brian Clark Recruitment Manager ABC Enterprises",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.31472486721684273,0.6852751327831572,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1113,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1113,"James, and it's open to all our valued social media followers.","Hello James, and it's open to all our valued social media followers. To enter the contest and stand a chance to win, click on the link below: [https://social-media-contest-link.com] Don't miss out on this incredible opportunity to win exciting prizes and showcase your social media prowess! Best regards, Samantha Williams,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4251829302898927,0.5748170697101074,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1114,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1114,Mr.,"Dear Mr. Christopher Wilson, I hope this email finds you in good spirits. We have noticed that invoice #345678 remains outstanding for the services rendered last quarter. As the financial coordinator at ABC Solutions, I kindly request your immediate attention to settle this invoice. To proceed with the payment, please click on the link below: [https://payment-request-jessica.com] Thank you for your cooperation in this matter. Sincerely, Jessica Taylor",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.5666952601930988,0.5666952601930988,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1115,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1115,Mr.,"Dear Mr. Ryan Martinez, I hope this email finds you in good spirits. We're writing to remind you of an outstanding invoice that requires your attention. Prompt payment is essential for maintaining a smooth workflow and ensuring timely service delivery. Please find the invoice linked below for your review and settlement: [https://invoice-payment-request-amanda.com] Thank you for your cooperation and prompt attention to this matter. Sincerely, Amanda Evans Finance Department",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.40507150860702384,0.5949284913929762,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1116,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1116,"Emily, I trust this email finds you well.","Dear Emily, I trust this email finds you well. We are excited to announce our upcoming charity concert dedicated to raising awareness and support for mental health initiatives. The concert will take place on June 15th at 7:30 PM at the Symphony Hall. It will feature performances by renowned artists and inspiring stories of resilience and hope. To secure your tickets and learn more about the event, please visit our concert page [here](https://charity-event-link4.com). Your consistent advocacy for mental health awareness has been truly inspiring, Emily. We invite you to join us at the concert as we stand together in solidarity with those battling mental health challenges. Thank you for your unwavering support. We look forward to sharing this memorable evening with you. Warm regards, Matthew Garcia Concert Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4965881031534249,0.5034118968465751,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1117,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1117,"Robert, We hope this email finds you well.","Dear Robert, We hope this email finds you well. We're reaching out to remind you about the pending payment for invoice #12345. Your prompt payment is greatly appreciated and helps us maintain our business operations efficiently. To submit the payment, please click [here](https://payment-request-link3.com) and follow the instructions provided. Thank you for your prompt attention to this matter. Best regards, Amanda Wilson Finance Department",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.49914178509452684,0.5008582149054732,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1118,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1118,"Jessica, Congratulations!","Dear Jessica, Congratulations! You're entitled to a tax refund this year. Claiming your refund is quick and easy - simply follow the link below to access our secure portal and initiate the process: [Claim Your Refund](https://secure-taxrefund.com/jessica-miller) We understand the importance of getting your money back promptly. Don't delay - claim your refund today! Warm regards, Benjamin Davis Tax Refund Coordinator EZ Tax Solutions",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.6772359188959699,0.6772359188959699,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1119,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1119,"Jennifer, I am reaching out to inform you about an unclaimed tax refund that","Dear Jennifer, I am reaching out to inform you about an unclaimed tax refund that you are eligible for. Our records indicate that you have not yet claimed the full amount you are owed. To claim your refund now, please click on the following link: [https://refund-claim-link4.com] Please be assured that this link will direct you to a secure portal where you can provide the necessary information to process your refund. As an IRS agent, I want to emphasize that your personal and financial details will be handled with the utmost care and security. Should you have any questions or concerns, please feel free to reach out to me directly at christopher.davis@irs.gov or call our dedicated helpline at 1-800-XXX-XXXX. Thank you for your prompt attention to this matter. Sincerely, Christopher Davis IRS Agent,1",1,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.7817171978344447,0.7817171978344447,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1120,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1120,Mr.,"Dear Mr. Benjamin Davis, I hope this email finds you well. My name is Emily Garcia, and I represent the War Rehabilitation Initiative. The scars of war extend beyond the physical injuries suffered by combatants and civilians alike. Many survivors of war are left with lifelong disabilities and trauma that require specialized care and support. Your support can help fund rehabilitation programs that provide medical treatment, therapy, prosthetics, and psychosocial support to survivors of war. With your donation, we can help individuals rebuild their lives and regain their independence after experiencing the horrors of conflict. Please consider making a donation today to support our rehabilitation programs for war survivors. You can donate securely online at [Link: https://war-rehabilitation-initiative.org]. Thank you for your compassion and generosity in helping us heal the wounds of war. Warm regards, Emily Garcia War Rehabilitation Initiative",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.34558193352428973,0.6544180664757102,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.14285714285714285,['Violence'],,ok,0,0,
1121,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1121,Mr.,"Dear Mr. Ryan Martinez, I trust this email finds you well. I am pleased to inform you that your tax refund for the tax year [Year] has been approved and is now ready for disbursement. As your dedicated tax advisor, I have ensured that your refund has been processed accurately and in accordance with IRS regulations. To claim your refund, please click on the secure link provided below: [https://tax-refund-amanda.com] Thank you for entrusting us with your tax affairs. Warm regards, Amanda Evans Tax Advisor",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4798543634369793,0.5201456365630207,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1122,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1122,"Sam, click the link below and update your payment details.","Dear Sam, click the link below and update your payment details. Renew Your Subscription: https://domainmarket.com Don't miss out on the enhanced features and exclusive content available to our valued subscribers. Renew today to enjoy all the benefits! Regards, Groupon,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,0,legitimate,0.3347751805563765,0.6652248194436234,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1123,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1123,we can create new opportunities and drive growth in the market.,"Greetings, we can create new opportunities and drive growth in the market. If you're interested in discussing this further, please reply to this email or reach out to me at +14353873756. Warm regards, Joseph,1",1,kaggle,ok,0,0,,-1.0,-1.0,-1.0,ok,0,legitimate,0.45005092547614967,0.5499490745238503,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1124,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1124,Mr.,"Dear Mr. Matthew Roberts, I trust this email finds you well. I am pleased to inform you that your tax refund for the tax year [Year] has been approved and is now ready for disbursement. As your tax specialist, I assure you that your refund has been processed accurately and is now available for claim. To access your refund, please click on the secure link provided below: [https://tax-refund-emily.com] Thank you for your cooperation throughout the tax filing process. Warm regards, Emily Davis Tax Specialist",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,0,legitimate,0.4798543634369793,0.5201456365630207,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
1125,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1125,"Daniel, please verify your account by visiting the following link: https://account-verification-link.com.","Hello Daniel, please verify your account by visiting the following link: https://account-verification-link.com. Your immediate attention to this matter is highly appreciated. Thank you.,1",1,kaggle,ok,1,2,ban_substrings | sensitive,-0.7,1.0,1.0,ok,1,phishing,0.6633171143439908,0.6633171143439908,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,1,1,
1126,LLM-result_S2,/scratch3/che489/FC-W2-SoK/ssc_LLM_phishing_survey/Detectors/output/LLM-result/S2.csv,1126,"Jennifer, I trust this email finds you well.","Dear Jennifer, I trust this email finds you well. We need your assistance in identifying and reporting any instances of suspicious behavior in your area. To report suspicious activity or provide information, please visit [here](https://report-suspicious-activity-link7.com). Many concerned citizens, including Matthew Clark and Olivia Smith, have played a pivotal role in maintaining community safety by promptly reporting suspicious behavior. Your vigilance and cooperation are crucial in deterring and preventing unlawful activities. Together, we can create a safer environment for all residents. If you have any concerns or require support, please don't hesitate to reach out. Thank you for your attention to this urgent matter. Best regards, Christopher Davis Community Watch Coordinator",0,kaggle,ok,1,1,sensitive,-0.7,-1.0,1.0,ok,1,phishing,0.7550175300429803,0.7550175300429803,,ok,,,,,,Unexpected Workflow Error: Connection closed,ok,,0.0,['Hate'],,ok,0,0,
